HeLa R2 1-08-09,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
21,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,100%
22,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,,1,95%
X,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,,2,90%
Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,100%
der(2:6),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,100%
der(3;5),1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,1,95%
der(6;1),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,100%
der(5;3;8),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,100%
der(5),2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,,2,90%
der(17;11;17),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,100%
der(6),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,1,95%
der(9;20),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,100%
der(20;22),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,1,95%
der(5;9),1,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1,1,1,1,0,,1,85%
der(14;17),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,100%
der(18),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,1,95%
der(22;5),1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,,1,90%
der(9),0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,1,90%
der(17;19),1,1,1,1,1,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,,1,90%
der(19;20),0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,,1,85%
der(2;3),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,100%
der(3;12),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,100%
der(12;14),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,100%
i(13),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,100%
"der(6,1;9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,100%
der(8;13;19),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,100%
der(15),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0%
der(12),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,1,95%
der(3;18),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0%
der(18;19),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0%
min(8),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0%
der(17)?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0%
der(12;3;8),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,100%
der(1;3),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,100%
der(X;16),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,100%
der(10;2),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,100%
der(13;19),1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,1,95%
der(8;11),1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,,1,95%
der(3;2;10),1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,,1,95%
der(19;14),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,95%
der(?),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,95%
der(9;11;9),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
der(20;22;1;6),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
der(5;15),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
der(7;17),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
der(6;9;8),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
der(9;16),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
der(2),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
der(17;5),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
der(6;9;19),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
der(?),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
der(9;11;20),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
der(?;20),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
der(16;9;20),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
der(1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
der(11;17),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
der(6;22;5),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
